"NBa7we src","d4r55","RfnDt","rsqaWe","wiI7pd","fontBodySmall","fontBodySmall 2","kyuRq","dSlJg","dSlJg 2","NlVald 2","Hzvxle","pkWtMe"
"https://lh3.googleusercontent.com/a-/ALV-UjVzKIYRcDWXfwVTOM9rCF5d5T0Bl0Zmgv30yBs3_TkY5LVnbd4t=w36-h36-p-rp-mo-br100","Fernand Vanderstichele","2 reviews","4 years ago","Very friendly radiotherapy staff.","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVxBAT7cuBxhESBxhonguJjS1MZ_oMyj1EKeCiJe6FErfVx0-bC=w36-h36-p-rp-mo-ba5-br100","David DD","Local Guide · 249 reviews · 863 photos","4 years ago","Top staff. Always good care 🥰🥰👍 …","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocKcsNU555mTIGQ-f-GQKFzxFVy-b969I06jC0_RTtxMJZZ_QQ=w36-h36-p-rp-mo-br100","Dimitri Verbruggen","6 reviews","4 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXT_DdTSK_Pj6NOVqaAtP7nuqZy9jhy5tTXlFUmvJIXD51nDom5cw=w36-h36-p-rp-mo-ba7-br100","Frank Demoor","Local Guide · 405 reviews · 2,774 photos","4 years ago","Very quiet on a Sunday morning","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocKHlpMnhYIXTzA4q_f8YALK_i733gdCggnPDKM-BqOyCdcFVg=w36-h36-p-rp-mo-br100","Derone Cerrone","5 reviews","4 years ago","Very good and beautiful hospital and especially the emergency department is pleasant. With friendly people and we try very hard to find out what your medical problem is. And the plus point is that they reassure you. Definitely recommended if you want to visit a pleasant hospital, this is the place to be.","Translated by Google","・","See original (Dutch)","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjWru4MCPqiLDeE0hPp9_VI_OAuT_g7NuhcDh36lhkalEvMqXuuv=w36-h36-p-rp-mo-br100","moners eluas","8 reviews","4 years ago","In this hospital the tests almost always give positive results to healthy people. For example, my mother did a PCR and it came out positive. The next day she went to the Medina clinic in Eeklo, and then it was suddenly negative. I advise people not to visit this hospital. This is a rip off, they are handing out positive tests to raise money. Result: lost plane ticket and money for the scam test. Many false positives scare people.  devil's plan","Translated by Google","・","See original (Dutch)","","","Share","Like","6"
"https://lh3.googleusercontent.com/a-/ALV-UjXpKqtP_xyLmA4H27EtSI81akQz5MLHlW76yvQN7-_8dWVWaz5V=w36-h36-p-rp-mo-ba2-br100","Arkadiusz Jerzy","Local Guide · 27 reviews","4 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUpeGy0vPHrb5LwlXNBYk6JCiJb7XbyNPmLPE8OACOSFrE1VBC2=w36-h36-p-rp-mo-ba4-br100","Wilson Pauw","Local Guide · 53 reviews · 46 photos","4 years ago","Very friendly and speak Dutch, Flemish patois of West Flanders and English and explain several times if you do not understand this hospital is perhaps a labyrinth because it is so huge but for my operation I am going to Ghent it is clear and more specialties for surgery etc... I highly recommend","Translated by Google","・","See original (French)","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjUbpns6GWR-_dGHDgjox4JQdKeATndLoLEI2ECmNFripFFeNI-N=w36-h36-p-rp-mo-ba5-br100","Stefaan De Wilde","Local Guide · 65 reviews · 177 photos","4 years ago","Good care.","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUS2Mjn0kqBMgImqqkVEHZjD2qWAgIYnlyx3X8t21vyiFTR4K4K=w36-h36-p-rp-mo-ba2-br100","ALICAN ICTEN","Local Guide · 10 reviews","4 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLmTo-FSqTZicWiaXWPI3sLirkxfj8PSXZ6fFsO8jmAU1Q8yw=w36-h36-p-rp-mo-ba3-br100","Thomas Pellegrims","Local Guide","4 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV0LbzXtwuxekTIqR70r6SEQaYXYUAKTUF-tUsQV2Md_6GTV2mg=w36-h36-p-rp-mo-ba3-br100","قيغقققغقفثفقاعيبننابععي ثتةثلث٩٦ثبثلبثعصبوىايةيهش","Local Guide · 40 reviews · 2 photos","4 years ago","Stop 9 938427 Qkhas","Translated by Google","・","See original (Arabic)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjX27TBkEXmMb4-qI5yd13a_ZOKDuKHsb00Z9q1u6DVMsGgE41P3=w36-h36-p-rp-mo-br100","Edwin Vandamme","8 reviews · 20 photos","4 years ago","It is a dangerous place, as if covid is not enough a raptor was on the loose.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocLY18RWPsA-Jtj9B8ks92YXckdzJQSZYegRlGMIlr20m86wgg=w36-h36-p-rp-mo-br100","kerem sancak","","4 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocIjQwNggZ_1LSyzTg7j4PoW89RyFR6VWQgaBFgmF1QBsGk4nQ=w36-h36-p-rp-mo-ba5-br100","Marita Bril","Local Guide · 129 reviews · 122 photos","4 years ago","UZ is simply excellent and certainly for when something bad happens! With that I mean that you can go there for everything but if you are in a bad way or you have one or other serious or special condition or disease you should definitely go to the UZ because in my opinion they are the only ones where you have a chance of recovery or survival and I speak from experience based on events in the family. Glad they were there then! A real recommendation for everyone and everything!","Translated by Google","・","See original (Dutch)","","","Share","Like","5"
"https://lh3.googleusercontent.com/a-/ALV-UjVSX0WsVr1RXHa4khplWvP8MsP0FQ1Ev2A0NG5po0kUI7xp8Eze=w36-h36-p-rp-mo-br100","luc delmeiren","3 reviews","4 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXgj0ceEr8FCGu66iMPksU3HAogiPyiOuAfrv8Sx1fzYGd3d9MW=w36-h36-p-rp-mo-ba6-br100","J.B. Li","Local Guide · 374 reviews · 542 photos","4 years ago","This is a huge hospital campus. Very nicely marked so getting around is easy. Seems very efficient but I was only here for a doctor's visit so can't really know but usually efficient is efficient. They also have ultra modern machines a step ahead of most other hospitals here. The new machines used for nurses and orderlies to get around and push beds is really something I never saw yet. Actually WOW...","","","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjW2YICJldlIGVAT7HAqoygCilC_8DlvQgwWVo0skwZaxr7PgcM=w36-h36-p-rp-mo-ba4-br100","Narcis Radu","Local Guide · 56 reviews · 34 photos","4 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUQFPJAoRUOsmZjjKr3Hcb2IkJro37ogA3N4fk27TbS1HO0c3Fb=w36-h36-p-rp-mo-ba4-br100","Patrick Vanbrabandt","Local Guide · 83 reviews · 75 photos","4 years ago","What can I say...they saved my life :-).  Okay, some buildings are dated and the parking is really an issue, but the competence of the staff and the love and devotion with which they help you is second to none!","","","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjXwV41ffk_2diD6X3k0JlftpcD_mkInnz-G9P6nScHXO8Fq9XY=w36-h36-p-rp-mo-ba4-br100","Karl Van Cauwenberge","Local Guide · 57 reviews · 78 photos","4 years ago","best hospital in the world","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWPlRJ5F5-kvpL2VO7SK_tTzRqmj_M15qZ9aCUsXSyRo3ArrK0=w36-h36-p-rp-mo-ba3-br100","Sam Donche","Local Guide · 19 reviews · 6 photos","4 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjW6ExGzYEgb0mUGeviEoWYcuqcKbjiois3lyfj5wO58e8ldnzJP=w36-h36-p-rp-mo-ba3-br100","alain","Local Guide · 77 reviews · 1 photo","4 years ago","perfect only better respect the agreements are postponed very often","Translated by Google","・","See original (Dutch)","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjU2xWAel8Q58dE3GaN7JcyCKtc4kTt5W7aNvWwejHpnsKgpBUvw=w36-h36-p-rp-mo-br100","Karina “po” ennekens","11 reviews","4 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVX53XY7ueOZFBoxOz8OAIJ4azQp3T1Pt2N2AQWqQWY9FmCCd6m=w36-h36-p-rp-mo-br100","nasir mirzad","9 reviews · 1 photo","4 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjU3eVYGvcIUs-u0KDAR2KBCJhnNA0rDTgwu2mBUQOJhU6r9MGM=w36-h36-p-rp-mo-ba3-br100","Jules J","Local Guide · 42 reviews · 1 photo","4 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJ8NEPdg_jQQ7h_HO3V1RcBzkquLsYi-BcJzbnERUGNXOy4Nw=w36-h36-p-rp-mo-br100","Wendy Van Cauter","1 review","4 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjV6QQv29sRin-25SvFVb0ppDa4Y9fneUf6Vcgl3NIBfNqRvYjx2=w36-h36-p-rp-mo-ba4-br100","Bilel Rwina","Local Guide · 96 reviews · 47 photos","4 years ago","One of the best hospitals! Very satisfied :-) Top service!","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocLiCRT8Lsxy19HBOz4C4G4XFpn9PaaQDF3Fetm6OYvXdLX1Gw=w36-h36-p-rp-mo-ba4-br100","Greet Eeckeleers","Local Guide · 94 reviews · 10 photos","4 years ago","Ended up in the emergency room. Very friendly staff. Doctor also very friendly.","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjVvZebNxw1da_8qNWQJaS5_WflqtairLIOVY56djEs3Hfbnzw=w36-h36-p-rp-mo-ba5-br100","Manuel Roldan-Aragon","Local Guide · 175 reviews","4 years ago","Smooth, friendly","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWUDCeLr0E-2ApvA2KZv43yjB9U5sbgiSsR2qz0oh-wmHFp2ThM=w36-h36-p-rp-mo-ba3-br100","vandenhende marc","Local Guide · 24 reviews · 32 photos","4 years ago","Everything ok","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocI5sPwRy7BzXchJMuP1poZDad5iwBSAunM6cbG1VI3A3J-UVg=w36-h36-p-rp-mo-br100","gustaaf vanderhulst","2 reviews","5 years ago","I was at the Pet Center today for an examination.
Several staff members and nurses attended to me.
Rarely have I seen such friendly, concerned and helpful people in a hospital!","Translated by Google","・","See original (Dutch)","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjU4Dd3dihQXf_Iox_lYFrZ9Ix4xBH5c5rdLIHOHyIFy-dXmWug=w36-h36-p-rp-mo-ba4-br100","Elisa De Cokere","Local Guide · 83 reviews · 21 photos","5 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLzrbtlqCps_R6rw-6E7VVndcBqwV5DoZRWeVEEnX9jp_OliA=w36-h36-p-rp-mo-br100","Christine Lessens","2 reviews","5 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUEbxdH3TPeLxY7NzZXBVwMHNUlJt1qEsLyoZl5ljzwGV81oiHU=w36-h36-p-rp-mo-ba4-br100","Thodoris Mpou","Local Guide · 105 reviews · 88 photos","5 years ago","Despite very good service!!","Translated by Google","・","See original (Greek)","","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocISUfCfEBFrNvKUVxXh98r2jR-x2zyHo3YpL7TifeHM5zLTQs2p=w36-h36-p-rp-mo-ba3-br100","Marie - Oreo","Local Guide · 8 reviews · 13 photos","5 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVGeS-ZO8Wuj-7_1Q8cPSWBXB0kvMBBOguaDm1jjKZiqKjmOy8O=w36-h36-p-rp-mo-ba4-br100","ivan claeys","Local Guide · 36 reviews · 134 photos","5 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWzOl99OV4sdXw0MszrlgUJ7dgdBdxF6g6Z4SnL7lbsP2d8gYuQ=w36-h36-p-rp-mo-br100","Scozzari Deglia","7 reviews","5 years ago","I was hospitalized at the Ghent hospital. I was treated by Dr. Delveau, who was very kind and professional. The nurses were always available and attentive to the needs of patients. I recommend him to everyone.","Translated by Google","・","See original (French)","","","Share","Like","2"
"https://lh3.googleusercontent.com/a/ACg8ocLuUIUxK0qdjJC0IEnCCWku7vQupLUe8QdR_FJTNhvmIPCtrA=w36-h36-p-rp-mo-br100","Hajni Mozes","2 reviews","5 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUl_-GC8kVrY38L-mS92QGUMDbLDAmgUlQ2zEhuhIm7wjB4RkZ4=w36-h36-p-rp-mo-ba3-br100","Peter Buggenhout","Local Guide · 23 reviews · 28 photos","5 years ago","To follow up on the first blood test due to something I was concerned about, I had to contact you 2 months later, especially at the beginning of March because there was a patient stop.  They should have told me that in advance, then I wouldn't have come to spend the whole day with them from one service to the next.  Then you contact us at the beginning of March and they apologize that the patient stop has been extended until September, or perhaps until next year, they couldn't say.  You will then receive an invoice, which I of course protested for half-care.  If there is no follow-up, they should not charge anything because the first examination is pointless, even a small child understands that.  They do not agree with my protest and I am waiting for my response to it.  In short, not professional, no follow-up or solution... I recommend going elsewhere if you want good care","Translated by Google","・","See original (Dutch)","","","Share","Like","8"
"https://lh3.googleusercontent.com/a/ACg8ocIsrYkt6xWG77SAulvEqQvDH0aEg_s78feBFv6dH0lltp5K0g=w36-h36-p-rp-mo-ba3-br100","Taeldeman henry","Local Guide · 6 reviews · 63 photos","5 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUf9WXFDmXmy4wFpTzVl2n5R1SQ8X76-ZJ2MGzRMpxWxTQI-w=w36-h36-p-rp-mo-br100","Johan Dervost","9 reviews","5 years ago","greetings","Translated by Google","・","See original (Dutch)","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVU-3fQksDKjW8Pfu1lgDlKDBKYKvs8AMdfUPYpghgQf1W42nHU=w36-h36-p-rp-mo-ba2-br100","Peter Tytgat","Local Guide · 6 reviews · 31 photos","5 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWLFxkLx-6XXz8Vyjn9BiRD4BEEbEb_in2iifm1hFJzWsXZJBDc_g=w36-h36-p-rp-mo-ba4-br100","Janitha Liyanage","Local Guide · 8 reviews · 127 photos","Edited 5 years ago","I was there once for a tooth extraction. The doctors and the staff were very kind and helpful. Everything is well-structured and hassle free.","","","","","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVsfkmRbOpK7LMTw9gz9Mqqtyc-IiiEf97_4VlKgOEPBJT-9USv=w36-h36-p-rp-mo-ba4-br100","Wouter De Mulder","Local Guide · 113 reviews · 6 photos","5 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJZADj8CS6Hk-mlWIJALi552LRrBZtfYm05DOt9miMAHKrNHQ=w36-h36-p-rp-mo-ba6-br100","Jos Van San","Local Guide · 111 reviews · 325 photos","5 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWgx1UK8EwsJ7moh3-UzJdxxkxCZctjT7S5OozYR1enKAkSLcm8rA=w36-h36-p-rp-mo-ba7-br100","Frank Mangelschots","Local Guide · 1,308 reviews · 2,047 photos","5 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjX1ybFt_avKqUFYJ4vYEj0yCkBXDNvjDa0FllZxnb3nuXMx0Ejc=w36-h36-p-rp-mo-ba6-br100","Wim Annecour","Local Guide · 277 reviews · 217 photos","5 years ago","They have a few specialized doctors there for every disease. But remember that it is best to make an appointment, otherwise you could wait for hours. For the rest, it is easily accessible by public transport, tram 4, bus 5, the tram stops on the grounds of the UZ at K12. 👍👍👍👍 …","Translated by Google","・","See original (Dutch)","","","Share","Like","5"
"https://lh3.googleusercontent.com/a-/ALV-UjW4ajCStkY7uOk8fh8KnLqKtAN9H7fW010ehvoOnCFqkvP9mlvy5g=w36-h36-p-rp-mo-ba6-br100","willy Van de velde","Local Guide · 40 reviews · 7,817 photos","5 years ago","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWYeSZ9MAhWznxSYBpMSWQDZWhvbX_Yz7Z-ZexhBy2uuEKDSeaB=w36-h36-p-rp-mo-br100","mar goossens","5 reviews","5 years ago","A good hospital","Translated by Google","・","See original (Dutch)","","","Share","",""
